01202,函館市,0101,南渡島,01,北海道
01236,北斗市,0101,南渡島,01,北海道
01331,松前町,0101,南渡島,01,北海道
01332,福島町,0101,南渡島,01,北海道
01333,知内町,0101,南渡島,01,北海道
01334,木古内町,0101,南渡島,01,北海道
01337,七飯町,0101,南渡島,01,北海道
01343,鹿部町,0101,南渡島,01,北海道
01345,森町,0101,南渡島,01,北海道
01361,江差町,0102,南檜山,01,北海道
01362,上ノ国町,0102,南檜山,01,北海道
01363,厚沢部町,0102,南檜山,01,北海道
01364,乙部町,0102,南檜山,01,北海道
01367,奥尻町,0102,南檜山,01,北海道
01346,八雲町,0103,北渡島檜山,01,北海道
01347,長万部町,0103,北渡島檜山,01,北海道
01370,今金町,0103,北渡島檜山,01,北海道
01371,せたな町,0103,北渡島檜山,01,北海道
01101,中央区,0104,札幌,01,北海道
01102,北区,0104,札幌,01,北海道
01103,東区,0104,札幌,01,北海道
01104,白石区,0104,札幌,01,北海道
01105,豊平区,0104,札幌,01,北海道
01106,南区,0104,札幌,01,北海道
01107,西区,0104,札幌,01,北海道
01108,厚別区,0104,札幌,01,北海道
01109,手稲区,0104,札幌,01,北海道
01110,清田区,0104,札幌,01,北海道
01217,江別市,0104,札幌,01,北海道
01224,千歳市,0104,札幌,01,北海道
01231,恵庭市,0104,札幌,01,北海道
01234,北広島市,0104,札幌,01,北海道
01235,石狩市,0104,札幌,01,北海道
01303,当別町,0104,札幌,01,北海道
01304,新篠津村,0104,札幌,01,北海道
01203,小樽市,0105,後志,01,北海道
01391,島牧村,0105,後志,01,北海道
01392,寿都町,0105,後志,01,北海道
01393,黒松内町,0105,後志,01,北海道
01394,蘭越町,0105,後志,01,北海道
01395,ニセコ町,0105,後志,01,北海道
01396,真狩村,0105,後志,01,北海道
01397,留寿都村,0105,後志,01,北海道
01398,喜茂別町,0105,後志,01,北海道
01399,京極町,0105,後志,01,北海道
01400,倶知安町,0105,後志,01,北海道
01401,共和町,0105,後志,01,北海道
01402,岩内町,0105,後志,01,北海道
01403,泊村,0105,後志,01,北海道
01404,神恵内村,0105,後志,01,北海道
01405,積丹町,0105,後志,01,北海道
01406,古平町,0105,後志,01,北海道
01407,仁木町,0105,後志,01,北海道
01408,余市町,0105,後志,01,北海道
01409,赤井川村,0105,後志,01,北海道
01209,夕張市,0106,南空知,01,北海道
01210,岩見沢市,0106,南空知,01,北海道
01215,美唄市,0106,南空知,01,北海道
01222,三笠市,0106,南空知,01,北海道
01423,南幌町,0106,南空知,01,北海道
01427,由仁町,0106,南空知,01,北海道
01428,長沼町,0106,南空知,01,北海道
01429,栗山町,0106,南空知,01,北海道
01430,月形町,0106,南空知,01,北海道
01216,芦別市,0107,中空知,01,北海道
01218,赤平市,0107,中空知,01,北海道
01225,滝川市,0107,中空知,01,北海道
01226,砂川市,0107,中空知,01,北海道
01227,歌志内市,0107,中空知,01,北海道
01424,奈井江町,0107,中空知,01,北海道
01425,上砂川町,0107,中空知,01,北海道
01431,浦臼町,0107,中空知,01,北海道
01432,新十津川町,0107,中空知,01,北海道
01436,雨竜町,0107,中空知,01,北海道
01228,深川市,0108,北空知,01,北海道
01433,妹背牛町,0108,北空知,01,北海道
01434,秩父別町,0108,北空知,01,北海道
01437,北竜町,0108,北空知,01,北海道
01438,沼田町,0108,北空知,01,北海道
01205,室蘭市,0109,西胆振,01,北海道
01230,登別市,0109,西胆振,01,北海道
01233,伊達市,0109,西胆振,01,北海道
01571,豊浦町,0109,西胆振,01,北海道
01575,壮瞥町,0109,西胆振,01,北海道
01584,洞爺湖町,0109,西胆振,01,北海道
01213,苫小牧市,0110,東胆振,01,北海道
01578,白老町,0110,東胆振,01,北海道
01581,厚真町,0110,東胆振,01,北海道
01585,安平町,0110,東胆振,01,北海道
01586,むかわ町,0110,東胆振,01,北海道
01601,日高町,0111,日高,01,北海道
01602,平取町,0111,日高,01,北海道
01604,新冠町,0111,日高,01,北海道
01607,浦河町,0111,日高,01,北海道
01608,様似町,0111,日高,01,北海道
01609,えりも町,0111,日高,01,北海道
01610,新ひだか町,0111,日高,01,北海道
01204,旭川市,0112,上川中部,01,北海道
01452,鷹栖町,0112,上川中部,01,北海道
01453,東神楽町,0112,上川中部,01,北海道
01454,当麻町,0112,上川中部,01,北海道
01455,比布町,0112,上川中部,01,北海道
01456,愛別町,0112,上川中部,01,北海道
01457,上川町,0112,上川中部,01,北海道
01458,東川町,0112,上川中部,01,北海道
01459,美瑛町,0112,上川中部,01,北海道
01472,幌加内町,0112,上川中部,01,北海道
01220,士別市,0113,上川北部,01,北海道
01221,名寄市,0113,上川北部,01,北海道
01464,和寒町,0113,上川北部,01,北海道
01465,剣淵町,0113,上川北部,01,北海道
01468,下川町,0113,上川北部,01,北海道
01469,美深町,0113,上川北部,01,北海道
01470,音威子府村,0113,上川北部,01,北海道
01471,中川町,0113,上川北部,01,北海道
01229,富良野市,0114,富良野,01,北海道
01460,上富良野町,0114,富良野,01,北海道
01461,中富良野町,0114,富良野,01,北海道
01462,南富良野町,0114,富良野,01,北海道
01463,占冠村,0114,富良野,01,北海道
01212,留萌市,0115,留萌,01,北海道
01481,増毛町,0115,留萌,01,北海道
01482,小平町,0115,留萌,01,北海道
01483,苫前町,0115,留萌,01,北海道
01484,羽幌町,0115,留萌,01,北海道
01485,初山別村,0115,留萌,01,北海道
01486,遠別町,0115,留萌,01,北海道
01487,天塩町,0115,留萌,01,北海道
01214,稚内市,0116,宗谷,01,北海道
01511,猿払村,0116,宗谷,01,北海道
01512,浜頓別町,0116,宗谷,01,北海道
01513,中頓別町,0116,宗谷,01,北海道
01514,枝幸町,0116,宗谷,01,北海道
01516,豊富町,0116,宗谷,01,北海道
01517,礼文町,0116,宗谷,01,北海道
01518,利尻町,0116,宗谷,01,北海道
01519,利尻富士町,0116,宗谷,01,北海道
01520,幌延町,0116,宗谷,01,北海道
01208,北見市,0117,北網,01,北海道
01211,網走市,0117,北網,01,北海道
01543,美幌町,0117,北網,01,北海道
01544,津別町,0117,北網,01,北海道
01545,斜里町,0117,北網,01,北海道
01546,清里町,0117,北網,01,北海道
01547,小清水町,0117,北網,01,北海道
01549,訓子府町,0117,北網,01,北海道
